0	1
0.01	1.009184545
0.02	1.032946364
0.03	1.108567727
0.04	1.145666364
0.05	1.200088636
0.06	1.240469545
0.07	1.302013182
0.08	1.363502273
0.09	1.504882727
0.1	1.660102727
0.11	1.779150455
0.12	1.963999545
0.13	1.995307273
0.14	2.037183636
0.15	2.103586364
0.16	2.110970455
0.17	2.186671364
0.18	2.289556364
0.19	2.263584545
0.2	2.319665909
0.21	2.385850909
0.22	2.410796818
0.23	2.387473182
0.24	2.356835455
0.25	2.408527273
0.26	2.445940455
0.27	2.416437273
0.28	2.398351364
0.29	2.33188
0.3	2.318939091
0.31	2.321661364
0.32	2.282964091
0.33	2.24491
0.34	2.248711364
0.35	2.249313182
0.36	2.249362727
0.37	2.2434
0.38	2.232562273
0.39	2.212410455
0.4	2.191907727
0.41	2.167441818
0.42	2.147125455
0.43	2.134736364
0.44	2.148853636
0.45	2.170677727
0.46	2.175492273
0.47	2.170150455
0.48	2.149910909
0.49	2.120103636
0.5	2.100125455
0.51	2.078433636
0.52	2.027543182
0.53	1.979526364
0.54	1.923056364
0.55	1.866705909
0.56	1.805117727
0.57	1.734559545
0.58	1.679559091
0.59	1.640248636
0.6	1.613845455
0.61	1.60941
0.62	1.600017727
0.63	1.606651818
0.64	1.620991818
0.65	1.633698182
0.66	1.637947727
0.67	1.632485455
0.68	1.614476818
0.69	1.584606364
0.7	1.552305
0.71	1.521658182
0.72	1.486875
0.73	1.451318182
0.74	1.418313182
0.75	1.390539545
0.76	1.362410909
0.77	1.342295
0.78	1.326929091
0.79	1.317585455
0.8	1.309541364
0.81	1.306973182
0.82	1.302646364
0.83	1.295194545
0.84	1.286207727
0.85	1.274494545
0.86	1.260840909
0.87	1.245790455
0.88	1.230246818
0.89	1.210627727
0.9	1.188252273
0.91	1.167753636
0.92	1.145887273
0.93	1.12326
0.94	1.103880455
0.95	1.082719545
0.96	1.062935
0.97	1.050345455
0.98	1.040870455
0.99	1.033805455
1	1.026848182
1.01	1.019426364
1.02	1.011641364
1.03	1.00249
1.04	0.992096818
1.05	0.982735
1.06	0.975001818
1.07	0.967514545
1.08	0.961289545
1.09	0.957307273
1.1	0.952936364
1.11	0.948252727
1.12	0.944870455
1.13	0.940991818
1.14	0.938513182
1.15	0.937254091
1.16	0.936905
1.17	0.938477727
1.18	0.938768636
1.19	0.937553182
1.2	0.939174091
1.21	0.938722727
1.22	0.936342273
1.23	0.931995909
1.24	0.927317727
1.25	0.921327273
1.26	0.914892273
1.27	0.908317727
1.28	0.901534545
1.29	0.894150455
1.3	0.888889545
1.31	0.882286818
1.32	0.876055
1.33	0.868935909
1.34	0.861257273
1.35	0.852883182
1.36	0.845095909
1.37	0.837796818
1.38	0.830570455
1.39	0.823603636
1.4	0.816168182
1.41	0.808841364
1.42	0.80225
1.43	0.794896818
1.44	0.786680909
1.45	0.777827273
1.46	0.768176364
1.47	0.758358182
1.48	0.750069091
1.49	0.743202727
1.5	0.736416364
1.51	0.730081364
1.52	0.723927727
1.53	0.717562273
1.54	0.710534545
1.55	0.702795
1.56	0.694412273
1.57	0.685202727
1.58	0.676117727
1.59	0.666574545
1.6	0.656622273
1.61	0.646806364
1.62	0.637445455
1.63	0.628060455
1.64	0.618470455
1.65	0.608503636
1.66	0.598155
1.67	0.587471818
1.68	0.577025909
1.69	0.566482273
1.7	0.557119091
1.71	0.547734545
1.72	0.538106364
1.73	0.528289091
1.74	0.518706818
1.75	0.509470909
1.76	0.500497273
1.77	0.493252273
1.78	0.486709545
1.79	0.480425909
1.8	0.474367273
1.81	0.468685455
1.82	0.463650909
1.83	0.459606364
1.84	0.456195455
1.85	0.452812273
1.86	0.44939
1.87	0.446182727
1.88	0.443823182
1.89	0.441850909
1.9	0.439659545
1.91	0.43723
1.92	0.434517273
1.93	0.432330455
1.94	0.430619091
1.95	0.428812273
1.96	0.427559091
1.97	0.426157273
1.98	0.424622273
1.99	0.423677727
2	0.423025
2.01	0.422098636
2.02	0.421027273
2.03	0.41993
2.04	0.419523182
2.05	0.418758636
2.06	0.41771
2.07	0.416341364
2.08	0.414717273
2.09	0.412806818
2.1	0.410736364
2.11	0.408489545
2.12	0.40604
2.13	0.403535
2.14	0.400841364
2.15	0.398079091
2.16	0.395324091
2.17	0.392686364
2.18	0.389958636
2.19	0.387153636
2.2	0.384755455
2.21	0.382227273
2.22	0.379727273
2.23	0.377070909
2.24	0.374257727
2.25	0.371490909
2.26	0.368785455
2.27	0.366168182
2.28	0.363812727
2.29	0.361452273
2.3	0.359157727
2.31	0.356799545
2.32	0.354533636
2.33	0.352286818
2.34	0.350045909
2.35	0.347763182
2.36	0.345433636
2.37	0.343355455
2.38	0.341719545
2.39	0.340146818
2.4	0.338783636
2.41	0.337348182
2.42	0.336021364
2.43	0.334632727
2.44	0.333116364
2.45	0.331489091
2.46	0.329766364
2.47	0.328059545
2.48	0.326276818
2.49	0.324372727
2.5	0.322369545
2.51	0.320420909
2.52	0.318524091
2.53	0.316606364
2.54	0.314587727
2.55	0.312601818
2.56	0.310676364
2.57	0.308655455
2.58	0.306488636
2.59	0.304185909
2.6	0.301788182
2.61	0.299241818
2.62	0.296573182
2.63	0.294006364
2.64	0.291495455
2.65	0.288962273
2.66	0.286611364
2.67	0.284248182
2.68	0.281902273
2.69	0.279556364
2.7	0.277196818
2.71	0.27503
2.72	0.272931364
2.73	0.270789091
2.74	0.268605455
2.75	0.266538182
2.76	0.264565455
2.77	0.262605
2.78	0.260636818
2.79	0.258718636
2.8	0.256857273
2.81	0.255017727
2.82	0.253174091
2.83	0.251387273
2.84	0.249683636
2.85	0.247980455
2.86	0.246277727
2.87	0.244601364
2.88	0.24298
2.89	0.241414545
2.9	0.239869091
2.91	0.238355455
2.92	0.236862727
2.93	0.235437273
2.94	0.234395455
2.95	0.233481818
2.96	0.232597727
2.97	0.231760909
2.98	0.230964545
2.99	0.230173182
3	0.229400909
3.01	0.228659091
3.02	0.227939091
3.03	0.227269091
3.04	0.226745
3.05	0.226233182
3.06	0.225742273
3.07	0.225276818
3.08	0.224806818
3.09	0.224320909
3.1	0.22382
3.11	0.223431364
3.12	0.2232
3.13	0.222976818
3.14	0.222746364
3.15	0.222559091
3.16	0.222455
3.17	0.22239
3.18	0.222349091
3.19	0.222310455
3.2	0.222246818
3.21	0.222139091
3.22	0.221994545
3.23	0.221803182
3.24	0.221584091
3.25	0.221327273
3.26	0.221021818
3.27	0.220653182
3.28	0.220357273
3.29	0.22011
3.3	0.219810909
3.31	0.219507727
3.32	0.219244545
3.33	0.218902273
3.34	0.218505909
3.35	0.218064091
3.36	0.217590909
3.37	0.217056364
3.38	0.216460909
3.39	0.215804091
3.4	0.215116818
3.41	0.214389545
3.42	0.213604545
3.43	0.21278
3.44	0.212034545
3.45	0.211311364
3.46	0.210550909
3.47	0.209757727
3.48	0.208943182
3.49	0.208113636
3.5	0.207351818
3.51	0.20657
3.52	0.205766364
3.53	0.205119091
3.54	0.204626364
3.55	0.204140455
3.56	0.203926364
3.57	0.203690455
3.58	0.203428636
3.59	0.203140455
3.6	0.202860909
3.61	0.202578182
3.62	0.202335909
3.63	0.202083182
3.64	0.201805455
3.65	0.20153
3.66	0.201242727
3.67	0.200935
3.68	0.200608182
3.69	0.200252727
3.7	0.199875
3.71	0.199477727
3.72	0.199091818
3.73	0.198702273
3.74	0.198456364
3.75	0.198228636
3.76	0.198033636
3.77	0.197848636
3.78	0.197647727
3.79	0.197437273
3.8	0.197215909
3.81	0.197
3.82	0.196769545
3.83	0.196535909
3.84	0.196353182
3.85	0.196269545
3.86	0.196168182
